geo,B051,B052,B081,B089,C101,C103,C104,C105,C106,C107,C108,C110,C131,C132,C133,C139,C141,C151,C152,C161,C162,C171,C172,C181,C182,C191,C201,C202,C203,C204,C205,C206,C211,C212,C221,C222,C231,C232,C233,C234,C235,C236,C237,C239,C241,C242,C243,C244,C245,C251,C252,C253,C254,C255,C256,C257,C259,C261,C262,C263,C264,C265,C266,C271,C272,C273,C274,C275,C279,C281,C282,C283,C284,C289,C291,C292,C293,C301,C303,C309,C310,C321,C322,C323,C324,C325,C329,C331,C332,D351,D352,D353,E360,E370,E381,E382,E383,E390,F411,F412,F421,F422,F429,F431,F432,F433,F439,G451,G452,G453,G454,G461,G462,G463,G464,G465,G466,G467,G469,G471,G472,G473,G474,G475,G476,G477,G478,G479,H492,H493,H494,H501,H502,H521,H522,I551,I559,I561,I562,I563,J581,J582,J591,J592,J601,J602,J611,J619,J620,J631,J639,L681,L682,L683,M691,M692,M701,M702,M711,M712,M721,M722,M731,M732,M742,M749,M750,N772,N773,N781,N782,N783,N791,N799,N801,N811,N812,N813,N821,N822,N823,N829,S951,S952,B061,B062,B071,C102,C109,C142,C143,I552,I553,M741,M743,N771,N802,N803,C120,C267,C302,C304,H504,H511,H512,N774,B091,C192,H491,H495,H503,H531,H532,J612,J613,B072,B099,C268
ES,4755,0,19448,2934,83344,32389,13350,26365,6451,82794,45319,48707,5724,6218,6409,27617,53665,8718,24067,7820,59921,11139,35920,73508,2782,47,29172,1949,14505,23228,13437,2793,7423,32397,23020,74335,21522,2427,23059,6115,9104,37525,25533,6878,26324,6003,3696,13322,16954,121309,12792,1660,1304,25664,56483,25055,35637,8445,2826,6162,3111,10071,2389,31785,2100,7204,9803,13577,8896,16356,45199,8212,7316,28691,63377,10796,66736,12368,17734,2075,88649,8614,828,1831,3475,17701,8829,56347,13673,44687,3082,918,40842,4711,32717,26815,7998,1897,128184,675727,72172,29938,26044,63753,388857,192404,82446,106760,151257,49829,10101,78344,31015,320998,237458,60307,130925,207130,5367,483940,247512,53088,57003,232720,83175,479842,49114,26321,60,179392,321241,2840,4206,24472,197336,212880,4733,442212,113018,423177,50883,7446,35985,1151,9608,24220,44682,12041,205872,18562,2902,3314,113872,84864,173461,195239,6098,52300,251602,50445,20962,1912,100407,17826,17360,53012,17333,10855,41844,11707,153497,951,47714,6460,127441,47174,473365,42502,16977,76796,20651,116710,16660,27438,306,20,83,18764,13784,754,6637,28194,6458,10875,10465,16008,5235,1031,2772,648,11577,0,45,31912,693,385,188,8708,20405,0,349,0,0,10192,1008,1095,38,0
FI,0,0,1878,2141,9105,1556,289,6082,767,9978,6469,3807,139,58,428,3005,2788,502,1322,6072,18876,21891,3865,10713,131,0,7830,13,1831,655,2513,46,95,4544,2391,11809,4519,53,324,467,766,6804,1564,1757,11244,620,0,3140,2433,10797,1262,1944,531,202,18698,2960,5347,1969,314,25309,203,5115,2003,12603,84,1543,1352,1057,2153,11537,15048,4322,1997,16092,2081,3107,1381,6359,1282,248,8637,1016,135,1052,96,2070,902,12759,5835,12530,63,815,2738,447,2293,2002,1575,395,1199,62331,9713,8101,1552,18679,41950,13958,15653,15102,15219,8524,1152,7077,2558,9339,20308,7558,19246,17867,6646,78803,6219,5174,4054,23626,7853,36230,300,1730,10,0,44013,5550,3598,4607,22651,10447,678,36116,11683,3646,17098,1739,3408,741,386,5735,7479,348,43647,3022,780,0,0,0,4954,16885,0,15711,35504,4559,3721,103,10445,1244,1800,4449,1413,1052,2945,215,38819,1224,3013,1974,8356,12167,39363,1846,1251,5292,1096,2892,1753,2399,0,0,0,941,827,110,274,492,282,2314,2140,1483,1055,0,0,42,0,466,40,4511,185,171,0,0,0,0,228,0,3717,4396,0,1913,365,4
FR,28,0,23179,1789,138338,26892,3187,56679,14826,224361,80843,49485,3822,6972,4983,34199,43612,19331,7677,19396,56756,17983,50547,77997,1932,0,69872,5553,13734,41852,25377,1147,6777,69862,51168,142110,41682,2546,7455,9443,5975,38259,10070,8670,25591,10417,5664,17136,27841,82429,8532,6619,6588,46378,105718,27239,48987,50466,3346,22547,1522,53493,4118,50465,4182,24090,16392,16987,11513,62542,61819,16063,6522,35199,137554,25157,61906,20079,83057,5185,62240,12590,2304,3834,2527,49232,11222,118490,82300,127622,18215,24357,41971,14053,40981,19859,34098,3701,20135,122581,98397,64068,16417,87860,474187,466161,443476,183544,145038,76049,15593,116595,43750,159632,239365,45668,204199,219448,39387,676026,105716,16584,27154,226835,91894,552991,100546,107197,1904,243707,375094,5508,8836,58221,196623,160415,4132,588840,116086,86550,82324,53106,47314,4950,9996,20842,106916,18343,319802,54032,7912,5923,163931,129339,142281,152998,157220,171599,301193,67917,44163,1329,130036,25898,15782,26172,19531,30198,30162,12737,740089,41873,31288,8131,151365,3729,405451,72952,40554,48983,12518,156474,34649,36225,0,0,0,12814,18660,362,7173,27303,9256,23678,13050,19414,21812,841,1838,3223,14032,2229,1677,67302,1882,2410,110,0,168411,4411,2032,237852,6767,29208,3829,521,81,103
HR,0,0,2723,163,12154,1526,1294,5439,1994,22311,10421,8789,521,464,826,3916,18563,3984,5820,5899,10117,1733,3267,8890,165,0,4028,336,770,1796,670,0,0,4347,1075,9812,2276,36,1569,704,1735,3854,3370,540,266,1422,281,817,2590,13568,1013,1171,1710,671,6387,1887,5916,1573,1429,581,28,1542,98,4409,63,1752,863,774,1273,3691,2886,1332,653,2337,235,283,1451,11740,431,64,11944,1168,58,159,160,1494,1666,11274,3015,13750,1765,1104,9340,303,6602,392,2152,1726,3759,48532,18081,6936,7060,4880,22687,19442,5183,7250,10404,5025,413,7460,1042,8182,13446,2473,3573,13261,38020,73635,5094,2450,966,12642,6977,31113,3803,3413,2506,10164,21655,3152,983,338,22680,26216,2768,27140,1504,32461,7074,753,1360,293,1082,4660,7669,175,11433,1533,321,2612,3450,4415,4623,14042,12688,6066,21424,3697,4572,1244,5409,1994,1166,873,2394,925,3081,1657,3539,214,5817,350,13906,185,10201,1946,242,355,214,643,1323,3050,0,7852,0,1484,959,12,3806,2812,625,1244,712,891,810,28,859,492,1207,0,156,1127,0,1,2563,415,1931,659,11,9424,1546,1899,61,0,10,0
HU,10,101,3028,158,27583,7701,891,7236,2927,29413,9220,13419,1729,879,365,5974,23398,3484,6961,4597,13892,973,10344,15959,326,750,8060,658,1415,2173,783,25,793,15260,9860,32195,4474,833,2221,5198,1294,6954,1634,2016,6009,125,1012,4549,4756,23672,2927,281,344,2382,21201,5061,7224,20925,8104,16188,0,4227,795,14142,991,6792,2607,9378,4637,20047,16364,4720,1760,8371,11080,2371,51702,250,180,703,17389,1422,182,1237,2453,10905,2624,18927,4592,15344,4216,6155,19707,3547,7790,7768,2533,904,4548,55510,17277,16518,4288,8241,56877,27308,22163,31012,23192,13359,1249,19070,10756,36167,35581,7720,10202,32908,17668,139298,17697,7587,8272,33513,10657,82244,8503,14250,4818,48607,62531,16,13,6013,47938,20926,998,70613,14592,21007,11855,3705,5716,711,1930,4391,12848,800,49587,8731,3680,29791,27339,12199,13559,49376,4692,36134,40958,7318,5509,1772,12669,5018,2466,18433,2442,1975,4537,8259,46206,1267,4659,865,27475,9730,34825,4162,5332,2276,3511,27188,3675,7961,1,74,0,69,4609,111,2615,1455,353,1550,3928,2551,4807,901,1079,713,3613,0,260,1497,354,182,1089,5579,8708,860,661,34909,4345,3560,127,107,147,0
IE,0,0,1576,0,13573,1468,134,6489,312,5595,7500,2949,79,414,148,1396,951,0,0,954,3493,64,2757,5352,938,0,4138,0,372,737,1529,0,3173,12120,643,7604,1167,64,163,242,573,3525,1180,1128,697,497,317,838,164,4363,1377,28,3,298,4028,992,2292,5565,5281,544,0,1595,1507,1562,0,807,307,598,849,2293,4853,885,511,994,169,507,2188,127,57,17,4960,911,72,143,0,22798,1629,4369,584,8178,0,8,182,797,2332,2097,1641,140,2201,26927,2995,1884,2461,1547,27578,24677,14275,13761,10439,5154,332,6532,2685,21607,17580,6923,10375,16906,6004,85424,11806,11405,4325,19626,11636,64486,301,2073,3,28667,0,339,313,3335,11552,43117,0,48799,12794,39192,0,0,4879,374,1299,2699,8888,0,30044,0,1007,0,10052,9267,18847,24593,1660,14794,20427,2040,3298,470,4945,2994,2082,4764,3266,991,8294,20208,3571,2061,2982,1996,0,1294,26239,4745,1529,8120,1010,5343,896,1758,12,0,0,1989,1793,0,0,0,0,3215,794,2107,7537,0,0,0,0,0,0,8111,123,406,35,0,0,0,91,0,0,3403,0,1233,45,0
IT,0,0,17527,2561,58946,29639,10687,43023,8871,172185,56685,35763,23139,37628,29891,59876,189135,53662,81911,22471,116083,14026,60708,98191,1399,272,40610,2012,21125,27238,19377,3119,10884,52864,41688,142507,40460,2607,33376,14699,10401,51221,49576,13217,42751,17696,18024,20235,30733,188598,15277,2887,7160,40102,140826,54430,110051,38760,7482,25150,2726,23373,13070,53345,2848,19421,18031,42775,34165,104621,155148,31129,40798,129974,68522,14039,88166,28270,32506,19395,163744,33355,2088,6048,3495,61918,20816,108050,57580,60237,22161,4016,29182,10731,93303,17730,24334,4820,6602,579635,57501,25434,24834,54128,509027,499405,65318,117362,207401,58989,18255,282283,28310,177073,268939,56950,104506,232395,49637,492911,212320,66154,30037,219390,103869,611966,120945,35588,1089,174857,331779,14341,12887,18797,320951,225723,2619,523710,119107,334010,38739,3063,32823,1944,4162,23075,63622,12604,232300,124253,9770,56060,215234,74894,219705,261427,25926,110416,288029,33972,21186,3702,48621,12758,20294,121772,13395,9592,26623,4435,212499,17575,42038,6887,68387,12599,434849,25795,16770,49275,14488,176334,16334,35108,332,13015,0,5615,8159,2276,34976,46661,9256,44857,7697,10728,966,4148,1174,2188,10427,0,591,23208,380,604,1696,15580,43364,2575,1903,0,0,22431,515,37,0,225
LT,0,0,1011,1126,8449,904,167,7633,995,10723,3861,3740,1269,1010,596,4266,18348,445,604,8823,10683,314,2944,3518,29,0,3551,13,386,350,230,422,0,677,501,6545,1258,0,553,565,0,3016,1240,498,0,19,597,0,208,3716,1313,0,0,553,1189,758,3858,541,235,891,0,708,95,1380,0,492,333,1097,55,708,3043,343,167,670,86,506,703,523,261,478,19359,930,0,168,169,0,1293,6926,374,7905,1799,6172,5799,581,3003,1349,1240,0,1711,35027,8258,6182,1284,2693,14640,7506,4004,9464,11197,10832,113,1628,2679,13409,18812,2361,9781,21141,886,52709,1911,7052,2408,13622,4191,28326,15223,3577,10753,15307,39404,0,1470,1666,12482,4765,25,18001,4463,5754,5491,223,616,143,217,458,4076,338,8234,1299,181,1099,11302,5691,5771,5378,714,6016,11774,1838,825,69,5647,1325,960,1599,844,713,1414,2769,989,525,2360,289,6286,2585,12547,889,145,1819,469,1214,1170,1596,252,0,0,4521,1722,168,1891,858,51,428,1350,1102,3548,296,0,259,0,0,0,479,63,14,0,0,0,0,143,6900,1869,2089,25,0,0,0
LU,0,0,287,0,1032,0,0,0,0,2512,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,0,0,0,4,0,677,58,0,0,0,0,0,0,1568,0,526,0,0,1131,71,448,0,0,0,0,0,0,427,0,0,0,0,0,0,727,0,0,0,0,393,0,0,0,0,183,22,19,0,0,501,0,272,173,0,0,155,130,0,575,104,342,0,964,11117,4225,253,0,812,10348,7580,4594,4692,1067,897,116,901,412,3015,2336,1807,2834,4307,220,7947,1601,2315,705,2377,1081,0,119,0,0,0,8881,0,0,0,0,2990,0,8223,1891,3100,1164,313,510,23,0,0,0,402,7933,289,311,80,2001,1267,3595,10254,1225,2113,5321,609,0,5,1207,99,88,0,223,133,416,0,11490,0,627,0,0,322,8852,830,679,132,154,411,44,222,0,0,0,0,0,0,0,136,190,179,316,305,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0
LV,0,0,653,2014,4939,681,201,3027,377,6380,2132,2374,65,297,42,2079,8179,214,149,12579,8561,140,1347,2781,34,0,797,28,537,837,324,99,130,1583,224,2508,1243,14,247,183,300,1933,468,69,2394,308,37,281,17,3384,417,0,25,134,1276,548,1975,365,72,324,77,326,2,1245,1,716,85,18,66,617,991,603,322,229,105,224,660,849,13,2,5827,246,9,51,418,546,1045,5116,165,5243,1291,4373,1759,1437,2683,290,581,68,1211,16148,7824,3522,931,960,11763,7468,3127,3622,7341,4798,196,2297,1013,8263,10438,2251,4961,13125,1957,37705,2525,3420,2458,10556,3534,21459,6421,3207,3129,12460,18177,562,313,1240,22597,4119,18,15172,2350,2627,3815,91,629,80,243,678,3232,527,6178,1811,359,966,15815,14192,3497,6166,413,3159,6074,1948,451,51,4060,1392,589,1388,745,315,1263,656,487,1916,1723,242,4743,467,4624,628,156,1577,202,720,770,1045,1,0,0,5028,399,16,1799,942,126,530,1040,1354,5161,19,12,75,1139,0,45,1173,215,80,0,12,619,258,21,4904,1489,1614,4,0,50,0
MT,0,0,0,0,335,248,0,177,0,1534,0,934,0,0,13,0,362,0,0,0,297,0,0,1303,0,0,0,0,111,0,0,0,227,822,0,1033,262,0,0,0,0,800,282,0,14,0,0,0,0,1005,0,0,0,0,144,0,246,0,5,0,0,0,0,0,0,17,33,0,0,42,0,0,0,0,0,0,0,0,0,0,1526,75,0,0,0,0,53,1583,0,0,0,0,0,14,257,0,0,0,676,3639,510,37,0,140,2968,1803,401,942,1406,475,36,421,182,2810,3851,313,600,1507,293,2743,1640,426,726,2543,877,5683,703,401,0,1393,1127,0,104,0,3393,7885,0,5639,1462,1118,0,0,520,67,59,283,0,0,2041,0,0,143,800,452,860,1992,1571,1832,1855,0,0,0,828,220,246,78,51,180,285,0,0,2302,1264,465,2451,4,3157,0,0,0,0,0,100,350,0,0,0,0,0,0,8,208,0,162,317,744,0,0,0,0,0,0,0,0,0,42,0,0,0,0,6,0,0,0,0,0,0,0
