geo,B051,B052,B081,B089,C101,C103,C104,C105,C106,C107,C108,C110,C131,C132,C133,C139,C141,C151,C152,C161,C162,C171,C172,C181,C182,C191,C201,C202,C203,C204,C205,C206,C211,C212,C221,C222,C231,C232,C233,C234,C235,C236,C237,C239,C241,C242,C243,C244,C245,C251,C252,C253,C254,C255,C256,C257,C259,C261,C262,C263,C264,C265,C266,C271,C272,C273,C274,C275,C279,C281,C282,C283,C284,C289,C291,C292,C293,C301,C303,C309,C310,C321,C322,C323,C324,C325,C329,C331,C332,D351,D352,D353,E360,E370,E381,E382,E383,E390,F411,F412,F421,F422,F429,F431,F432,F433,F439,G451,G452,G453,G454,G461,G462,G463,G464,G465,G466,G467,G469,G471,G472,G473,G474,G475,G476,G477,G478,G479,H492,H493,H494,H501,H502,H521,H522,I551,I559,I561,I562,I563,J581,J582,J591,J592,J601,J602,J611,J619,J620,J631,J639,L681,L682,L683,M691,M692,M701,M702,M711,M712,M721,M722,M731,M732,M742,M749,M750,N772,N773,N781,N782,N783,N791,N799,N801,N811,N812,N813,N821,N822,N823,N829,S951,S952,B061,B062,B071,C102,C109,C142,C143,I552,I553,M741,M743,N771,N802,N803,C120,C267,C302,C304,H504,H511,H512,N774,B091,C192,H491,H495,H503,H531,H532,J612,J613,B072,B099,C268
AT,0,0,4100.0,660.0,17437,3906,778.0,5060,2324.0,31192.0,7489,9039,984,2221.0,962.0,4902,6190.0,2802.0,1374.0,11258,23046,7219,9584,11903,1362.0,0,6652,338.0,2942,2808,2615.0,2437,3839,8387.0,2099,26583,9599,1512.0,970,1493,1201,11199.0,3435,3099,14430,3524.0,2787.0,7477.0,6441,22895,3398,307.0,1065.0,6524.0,13239,18217,7748,8233.0,1131,1910,793.0,5408,2306.0,23552.0,650.0,3494.0,4594.0,4414,7822,14236.0,23732,6236.0,5896.0,26279,14081.0,3981,13493.0,196.0,937.0,1993.0,29492,1766,840,3340.0,1833,8618,1672,13045,11028,22931,2993.0,3205.0,2367,3317.0,9052,2432,2216,102,3159.0,56405.0,22126,13193,1572,9385,81474.0,61495.0,36511,38171.0,27289.0,12470.0,2032,16149,16752,28535.0,44468.0,8694.0,37297,48114.0,4601,103825.0,23185.0,11133.0,11364.0,57851.0,22220,116311,2024.0,8024.0,8730.0,54696.0,58734.0,0.0,0.0,1402.0,47550.0,98860,1254,144516.0,11012.0,12320.0,10357.0,2137.0,6432.0,1115,502.0,4393.0,2251,887,43675.0,16241,1454,2147,27928.0,19123.0,24669,34486.0,23342,27625.0,54147,5178,8618,647,26424,2235,3494.0,4582,4766,3544,4678.0,1623,70298,8665,10335.0,1352.0,12604,11230.0,60510.0,6478.0,2162.0,4821.0,2225.0,6650.0,980,3088.0,0,0,0,134.0,2004,104.0,1216.0,7186,956,2393,1494,2509.0,71,654,0,983,0,0.0,70.0,6895.0,12.0,531,17,1207,3264,460,388,0.0,0,13602,21,0.0,23.0,0.0
BE,0,0,2585.0,150.666666666667,14540,8111,1574.0,7426,2068.0,30081.0,16891,10125,952,3133.0,1201.0,14248,3762.0,989.0,264.0,1719,10394,3164,8648,18816,136.0,0,28577,1189.0,2973,4763,6551.0,1134,533,19758.0,2415,21750,8122,765.0,1807,425,2887,12261.0,3093,1095,15202,652.0,3104.0,8206.0,2607,24375,2971,2556.0,1862.0,2526.0,17101,2764,5272,2646.0,1150,1511,0.0,2773,568.0,3650.0,1057.0,3040.0,3704.0,1572,2913,7375.0,10475,5205.0,1400.0,10823,21453.0,4610,12369.0,110.5,4970.0,382.0,13004,1537,137,55.0,656,5382,1478,10519,6093,17312,1264.0,29.0,8196,2134.0,4350,6980,3821,1368,8635.0,79122.0,18115,9887,3691,12295,79822.0,64476.0,41501,42999.0,23756.0,13676.0,1595,18069,7318,37170.0,66946.0,14207.0,43193,51428.0,6352,96526.0,32962.0,5246.0,11251.0,46258.0,16775,105781,4687.0,5051.0,1105.0,18045.0,62113.0,227.25,1103.0,16806.0,73624.0,16875,64,100310.0,20533.0,28701.0,10363.0,453.0,6604.0,1058,406.0,1687.0,16516,4480,68323.0,3944,2723,5079,35787.0,24634.0,23793,30643.0,29936,70037.0,48552,8984,8818,256,15700,5661,3497.0,2544,4776,3783,7725.0,21623,122900,16363,8247.0,775.0,14804,629.25,91394.0,18085.75,8667.0,5040.0,4182.0,10768.0,1074,4138.0,0,0,0,1287.0,3275,39.0,190.0,4159,931,4876,3453,3501.0,1714,99,1433,233,766,0.0,626.0,4333.0,1199.0,138,10,4124,35537,78,189,0.0,0,5157,64,0.0,33.0,8.0
BG,157,12784,4001.0,372.714285714286,16819,7212,2463.0,8951,3531.0,28561.0,9745,13749,3932,1816.0,452.0,5368,96091.0,2302.0,14501.0,6108,10121,1729,7364,9106,58.0,0,4602,269.0,1628,4441,1997.0,531,12,7373.33333333333,3496,20861,4224,439.0,2340,1547,1597,6618.0,1791,2693,1532,884.0,413.0,4909.0,3930,10787,1968,150.0,12650.0,632.0,12619,3037,11702,3008.0,329,1087,346.0,1980,249.0,7524.0,1352.0,3974.0,937.0,3726,2213,10343.0,11059,1165.0,2149.0,5671,0.0,249,12541.0,831.0,16.0,1569.0,21897,888,167,1537.0,1846,2188,2226,16163,1522,28817,795.0,3631.0,17393,296.0,10932,2216,2647,735,1177.0,61003.0,19840,9312,11645,3446,17664.0,13817.0,12477,9520.0,17561.0,18201.0,280,5239,7635,42247.0,28803.0,4714.0,11849,43624.0,14798,109454.0,24989.0,15361.0,8468.0,31466.0,11492,86490,5645.0,5734.0,4129.0,33633.0,51848.0,80.0,569.0,1025.0,31434.0,37073,1099,57341.0,6187.0,37288.0,5918.0,1326.0,3243.0,484,572.0,2791.0,9875,1672,31337.0,4160,2229,4080,22375.0,8798.0,3099,23480.0,934,10881.0,18767,3258,1818,116,10193,2407,1371.0,12518,1249,150,1647.0,1096,1704,5235,5362.0,503.0,48785,1158.0,9339.0,1960.0,1580.0,3720.0,804.0,6138.0,1431,4325.0,0,53,0,1390.0,1734,201.0,9809.0,972,51,1061,1875,1804.0,8138,289,3191,1190,2311,0.0,889.0,1778.0,400.0,134,27,2357,8846,0,0,0.0,0,8290,0,6758.0,174.0,44.0
CH,0,0,3696.0,368.0,15102,826,550.0,10556,1436.0,17255.0,15766,7424,704,1707.0,1149.0,4451,4032.0,1087.0,758.0,3128,33577,2123,8305,22145,51.0,0,8288,1378.0,4368,5792,9294.0,464,7190,33109.0,1376,22806,4716,386.0,578,1147,1280,6899.0,1515,2371,1222,2333.0,1690.0,3732.0,5387,16608,948,0.0,2376.0,4165.0,39780,13419,7868,25553.0,967,5011,528.0,68299,10284.0,14705.0,777.0,6518.0,2414.0,4700,9446,13383.0,27508,1704.0,14438.0,27614,1072.0,1677,2268.0,428.0,5743.0,1188.0,11847,3466,245,402.0,245,12244,4656,14910,1900,27048,937.0,498.0,1055,2769.0,2852,1570,4750,232,1903.0,80670.0,20128,2942,1981,4152,86438.0,60978.0,45821,3744.0,61731.0,8422.0,3861,2108,7255,30638.0,60751.0,15001.0,27054,53067.0,6514,124752.0,20740.0,12679.0,13178.0,29295.0,19959,88611,187.0,5997.0,5272.0,39466.0,31301.0,436.0,675.0,3486.0,31752.0,63543,0,110607.0,15788.0,14686.0,14893.0,405.0,5111.0,728,881.0,6319.0,20257,914,68525.0,5798,1252,1927,2824.0,20463.0,15674,44597.0,16126,28169.0,87626,3726,15878,972,15942,3242,938.0,3796,4078,1472,2600.0,5196,7060,91,11185.0,3550.0,15853,11244.0,57420.0,18186.0,2389.0,3160.0,3878.0,5939.0,916,1585.0,28,0,0,353.0,2102,4.5,292.0,4698,2521,4999,1340,1393.0,1329,45,2924,4579,4430,0.0,418.0,11562.0,736.0,276,71,904,31897,674,1209,33076.0,13785,1623,317,0.0,0.0,0.0
CY,0,0,0.0,0.0,1348,772,0.0,1504,281.0,5978.0,620,1522,0,0.0,50.0,393,539.0,19.0,50.0,21,2511,0,582,0,0.0,0,0,80.0,247,294,0.0,0,0,1240.0,17,1040,248,15.8333333333333,153,38,239,1220.0,646,54,0,48.0,0.0,267.0,0,3073,32,0.0,27.0,0.0,270,97,563,0.0,0,0,0.0,0,0.0,218.0,0.0,0.0,90.0,190,0,0.0,392,61.0,0.0,100,0.0,76,81.0,34.0,0.0,0.0,1136,396,5,0.0,14,187,159,711,80,2396,0.0,0.0,392,439.0,380,71,380,0,1890.0,11028.0,1033,554,531,1383,6327.0,2440.0,3300,1791.0,4011.0,1232.0,174,1358,345,5821.0,5514.0,942.0,1565,3590.0,912,13567.0,1940.0,1258.0,1603.0,5664.0,1515,10278,39.0,754.0,0.0,3038.0,2070.0,2504.6,64.0,155.0,8272.0,16875,0,14552.0,1196.0,4655.0,958.0,322.0,302.0,24,236.0,766.0,2858,967,2201.0,263,207,89,308.0,1164.0,3764,7681.0,747,3571.0,2674,399,0,0,1215,422,355.0,400,196,125,246.0,318,621,971,1876.0,94.0,1043,10.0,1772.0,250.0,396.0,21.5,288.0,359.5,96,319.0,0,0,0,0.0,320,0.0,24.0,503,25,327,108,666.0,0,12,0,0,0,0.0,0.0,1134.0,0.0,6,0,38,0,0,0,701.0,663,142,62,0.0,0.0,0.0
CZ,0,0,5651.0,486.0,24163,2954,806.0,8911,3120.0,36728.0,18065,14898,1993,6113.0,1097.0,17159,22932.0,3751.0,2625.0,9014,50166,3743,15678,21344,2554.0,0,15092,932.0,2900,4580,4858.0,958,1429,8352.0,19564,61313,22299,3076.0,3549,5740,1947,14108.0,2704,3120,19089,4661.0,1510.0,3449.0,15830,30434,10383,2741.0,3395.0,9184.0,44905,47071,29644,8566.0,6772,5515,6345.0,14904,411.0,50350.0,1371.0,13356.0,9065.0,6177,14828,29184.0,42802,7509.0,11760.0,29606,34565.0,3600,105062.0,375.0,7092.0,2986.0,28016,4553,1154,3046.0,5848,14774,9370,36929,13556,17281,2625.0,12979.0,18348,1430.0,23730,3221,6035,675,1724.0,110167.0,32749,27220,3563,45876,68810.0,64125.0,40979,22646.0,46259.0,14827.0,973,47414,7067,32254.0,50975.0,11741.0,23919,61913.0,33062,160425.0,16440.0,12177.0,6957.0,42250.0,17185,82189,3742.0,16461.0,11971.0,38259.0,116428.0,2.0,0.0,11502.0,27374.0,28385,3544,116415.0,13127.0,4924.0,13705.0,3283.0,3168.0,1181,221.0,1259.0,3943,405,62030.0,10871,945,711,32589.0,26750.0,23502,46455.0,6995,19737.0,60191,12653,7679,38,26450,3612,2935.0,25205,3368,2222,4560.0,4798,48189,6398,11028.0,1203.0,42908,4200.0,35820.0,3498.0,5949.0,6254.0,2115.0,12442.0,7136,6630.0,0,0,0,736.0,5344,224.0,2641.0,2087,318,2194,6571,1686.0,2897,417,0,3348,10543,0.0,323.0,2504.0,19.0,158,547,0,0,0,320,37731.0,3592,14158,215,0.0,1778.0,156.0
DE,0,0,26555.0,5113.0,197683,32452,4918.0,41423,15003.0,394877.0,103978,70398,4276,11077.0,12601.0,51104,37445.0,8332.0,9348.0,24373,108754,39497,104117,154210,6018.0,0,181889,7276.0,42017,42812,51713.0,7733,5731,115854.0,75516,331340,59828,7191.0,15492,21344,11615,70970.0,26722,25922,79345,28617.0,20308.0,57484.0,79716,184830,23100,4529.0,11920.0,114209.0,246123,139373,134472,76645.0,22151,22983,13086.0,144930,10278.0,276609.0,7905.0,80828.0,38295.0,49213,53726,349735.0,301198,36639.0,112023.0,275476,495359.0,43082,274073.0,16500.0,71461.0,10395.0,142373,11410,6928,6862.0,13232,182811,29018,137043,91636,193433,16155.0,12763.0,36171,41964.0,61477,37802,24110,2922,20677.0,263910.0,103752,65825,28493,37447,685106.0,460075.0,297575,388630.0,276858.0,131786.0,18531,101128,63309,270454.0,486136.0,119282.0,267623,490802.0,106293,1089081.0,250072.0,90613.0,123552.0,420620.0,154211,1064217,22237.0,173413.0,27819.0,366138.0,396402.0,2391.0,16742.0,58807.0,541097.0,474465,6495,1020163.0,221038.0,216356.0,204246.0,14098.0,54388.0,6824,11930.0,29029.0,56768,25484,557561.0,49556,34222,14929,309982.0,152334.0,251576,363288.0,188743,187389.0,482045,84744,129652,6635,229697,20914,21146.0,62883,41512,30825,45472.0,22932,773976,136360,80718.0,9005.0,172842,87299.0,903392.0,138560.0,20108.0,119196.0,39986.0,277440.0,9348,26556.0,0,3842,0,8070.0,16407,0.0,0.0,41433,9529,37151,11649,25881.0,11283,2293,10512,26315,20198,4291.0,4269.0,55662.0,6371.0,2523,1661,0,19201,3334,4042,0.0,510104,21854,772,0.0,387.0,704.0
DK,0,0,885.0,486.0,19632,2175,807.0,0,1085.66666666667,10681.0,6643,4653,33,145.0,302.0,3394,1433.2,86.0,57.0,880,9186,609,5614,0,0.0,0,5175,0.0,783,1598,5254.0,0,1519,24503.0,832,16432,1991,0.0,624,239,0,7772.0,425,4255,0,1396.0,0.0,1253.0,1597,12124,1234,1440.0,0.0,907.5,11426,3062,9741,2214.0,842,2153,1852.0,8801,4935.0,6158.0,2.5,2590.0,1838.5,547,1856,35667.0,18141,3905.0,1296.0,13242,397.714285714286,1684,2600.71428571429,1345.0,187.0,604.0,10993,867,186,200.0,0,4839,1026,10721,1337,7852,1852.0,1456.0,2579,2142.0,2095,1962,1797,55,1202.0,27165.0,6170,8251,2330,3934,51499.0,44460.0,21219,28804.0,15372.0,7919.0,572,6562,5229,23264.0,49574.0,17748.0,36890,42282.0,7681,73823.0,7438.0,5555.0,3864.0,21589.0,11045,48759,221.0,3454.0,0.0,23914.0,33968.0,4973.0,16039.0,2516.0,25745.0,14931,33,31468.0,10857.0,8038.0,17222.0,4384.0,5610.0,710,314.0,2161.0,11251,4696,57972.0,4866,889,737,19897.0,14179.0,12241,20236.0,17239,14131.0,42882,4570,11586,694,10925,1503,1985.0,6475,2742,1559,4815.0,1380,20647,1838,5438.0,758.0,2778,3265.0,34142.0,3801.0,5305.0,3363.0,1627.0,5570.0,1045,3046.0,955,0,0,4080.0,3945,43.0,197.0,915,861,4815,1633,1338.0,2745,205,644,562,57,0.0,37.0,7150.0,1057.0,350,3529,0,6607,4,165,0.0,0,5092,0,0.0,82.0,17.1428571428571
EE,0,0,722.666666666667,1061.0,2747,630,74.0,2121,115.0,2831.0,2060,1434,181,89.0,214.0,3505,5958.0,465.0,789.0,4670,10742,536,881,2816,36.6666666666667,0,1393,0.0,695,199,200.0,0,0,319.0,796,3286,1008,0.0,0,100,0,2059.0,375,29,0,208.0,15.0,123.8,185,6643,390,0.0,0.0,301.0,2368,316,1787,2396.0,128,2377,85.0,617,211.0,3577.0,17.0,492.0,355.0,36,635,117.4,1899,621.0,128.2,928,72.0,660,2894.0,716.0,0.0,0.0,7521,185,0,323.0,20,967,659,3899,498,3409,303.0,1733.0,1265,177.0,1162,300,438,32,340.0,15952.0,4108,3884,1119,1679,7882.0,3611.0,4862,3718.0,3763.0,2880.0,162,2297,599,5456.0,5354.0,1214.0,3831,8074.0,2338,20610.0,1270.0,2028.0,891.0,5718.0,2019,10376,1234.0,1848.0,1304.0,5739.0,14404.0,751.0,138.0,1993.0,9845.0,5135,14,11477.0,1811.0,849.0,2867.0,101.0,1257.0,105,148.5,143.25,2243,464,8093.0,1478,538,683,6645.0,3358.0,1593,4547.0,1158,3923.0,5291,1126,1115,94,2659,637,370.0,772,280,245,1523.0,211,5722,2515,1290.0,228.0,5913,594.0,8023.0,792.0,429.0,1610.0,215.0,2441.0,263,530.0,3075,0,0,1961.0,183,18.0,403.0,724,3,645,767,691.0,575,0,0,26,0,0.0,0.0,0.0,0.0,34,0,1583,441,0,0,0.0,0,1430,0,0.0,36.0,0.0
EL,0,337,3845.5,458.0,7276,10282,4288.0,10343,3325.0,30405.0,9012,9382,1255,681.0,1311.0,5385,16594.0,592.0,1594.0,1206,9483,830,6533,9542,391.0,40,2725,473.0,2633,4003,1130.0,9,429,6036.0,1142,11972,1404,225.0,800,1044,2681,6731.0,4502,874,3316,1631.0,2716.0,6157.0,2539,18894,736,56.0,1153.0,548.0,2728,2317,5937,767.0,205,577,104.0,1065,80.0,1718.0,531.0,1303.0,1643.0,2327,512,886.0,5489,1843.0,2073.0,2506,487.0,1115,1241.0,2404.0,1768.5,303.0,12762,4369,177,303.0,270,1185,1585,8374,1081,20317,614.0,617.0,8779,1139.0,234,419,371,185,3835.0,69744.0,20155,7589,4143,12035,37351.0,28742.0,13768,20838.0,30136.0,16656.0,4485,29152,9263,63034.0,83271.0,10272.0,30362,53574.0,8125,111054.0,59622.0,16695.0,8461.0,73522.0,21050,115475,12789.0,14661.0,34.0,67055.0,35145.0,9984.0,4031.0,3859.0,34141.0,56903,29,110511.0,5675.0,74621.0,16889.0,4665.0,4785.0,476,4090.0,2527.0,13055,2558,15508.0,3051,114,1211,1634.0,5757.0,16212,45458.0,315,33345.0,57527,4500,9280,3533,12920,2916,5163.0,13849,1770,5436,3630.0,853,584,657,11055.0,76.0,39277,1428.0,34508.0,1542.0,5656.0,5853.0,2474.0,3113.0,1374,8666.0,76,0,0,1900.0,1593,3156.0,974.0,13586,927,2392,2353,3547.0,1245,2525,1602,106,9,0.0,0.0,2455.0,94.0,24,256,3845,0,277,0,9288.5,3760,6842,162,1630.0,41.5,12.0
